Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
8,"apt. # 4a at bathrm. clear stoppage at basin sink, at entrance to apt. replace broken mortise lock. ''remove all work related debris''. at",8.23,0.73,3.29,12.25,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,10th of Ramadan City,44629,"Cairo, Belbes Desert Road",30.30214,31.487925,Al Sharqia Governorate
110,at apt # 3 k : room # 1; install (2) window stop bath; re-install (1) window guard and install (2) window stop. room # 2; install (2) window sto,57.96,5.14,14.49,77.59, ,EG,Egypt,10th of Ramadan City,44629,Wabour Al Nour Street,30.511435,31.335199,Al Sharqia Governorate
74,at apt # 1 : bedroom # 2; -re-install (1) window guard.,40.95,3.63,10.24,54.82,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,10th of Ramadan City,44629,Al Markz Street,30.891351,31.653937,Al Sharqia Governorate
17,at apt # 1a : adjust the mixing valve (temperature = 130 f)to provide adequate hot water -fixtures- in the entire apartment. at the time of this,40.19,3.57,16.08,59.84,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,10th of Ramadan City,44629,Regional Ring Road,30.64968,31.456509,Al Sharqia Governorate
1,apt#10d: an existing w/g reinstalled in the living room.,35.64,3.16,5.35,44.15, ,EG,Egypt,10th of Ramadan City,44629,Al Masna' Street,30.509931,31.340162,Al Sharqia Governorate
7,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,0,0,0,0,"Computer not turning on, Slow computer performance, Virus or malware, System error or blue screen, Clicking or grinding noise from hard drive, Troubleshooting needed to determine issue",EG,Egypt,10th of Ramadan City,44629,Al Mokhtar Street,30.510073,31.345017,Al Sharqia Governorate
12,public hall) - at 2nd story install window guards stops and screws.,56.06,4.84,15,75.9, ,EG,Egypt,10th of Ramadan City,44629,Al Rashah Street,30.509987,31.350015,Al Sharqia Governorate
60,"installed new public hall window guards as follows. 1st fllor one , 2nd fl, one 3rd floor , one. total # 3 work is completed.",66.7,5.92,10.01,82.63, ,EG,Egypt,10th of Ramadan City,44634,Al Zagazig Al Gadida Street,30.510158,31.355128,Al Sharqia Governorate
47,public hall. reinstall a total of (6) window guards properly with one way screws and stops through out entire building. remove all work related debr,398.57,34.38,59.79,492.74, ,EG,Egypt,10th of Ramadan City,44634,Abou Qir Street,31.314857,30.060508,Al Sharqia Governorate
35,apartment#3flr: install window guard and stops at bathroom. install (2) one way screws and stop at bedroom. install one way screws and stop at bedro,77.01,6.64,15,98.65, ,EG,Egypt,Al Helsamiya,44669,Al Moustafa Street,31.315124,30.065067,Al Sharqia Governorate
30,ignite pilot light to restore hot water to the building. tenant contact info: sheryl rogers (347) 954-5955 at the time of this invitation to bid,169.47,15.04,67.79,252.3, ,EG,Egypt,Bahnabai,44819,Masnaa Al Intag Al Harby Street,31.317624,30.054721,Al Sharqia Governorate
46,"(apt. #2) at bathroom replace radiator valve, install new air valve, shut-off valve and secure radiator. remove all work related debris.",187.51,15.7,28.13,231.34,"Computer not turning on, Cracked or damaged screen, Slow computer performance, Virus or malware, System error or blue screen, Clicking or grinding noise from hard drive, Troubleshooting needed to determine issue",EG,Egypt,Cairo,44629,Shokry Al Qawatli Street,31.313643,30.067883,Al Sharqia Governorate
11,public hallway: remove 1 discarded nine (9) section radiator from 4th floor,73.87,6.37,15,95.24, ,EG,Egypt,Ezab Arab al Tahawiya,44888,Al Geish Road,31.212476,29.917033,Al Sharqia Governorate
7503,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,0,0,0,0,"Computer not turning on, Cracked or damaged screen, Slow computer performance, Virus or malware, System error or blue screen, Clicking or grinding noise from hard drive, Troubleshooting needed to determine issue",EG,Egypt,Izbat al Hakim,44661,Al Mouhandes Hussein Ramadan Street,31.215042,29.925053,Al Sharqia Governorate
1,"(public area) at vestibule column, left side of building, cap off exposed electrical wires . remove all work related debris.",98.04,8.21,14.71,120.96, ,EG,Egypt,Izbat Suwaylim,44621,Street 50,31.215003,29.940159,Al Sharqia Governorate
27,apt 1a: unsealed air shaft at north wall in the kitchen.,64.4,5.72,25.76,95.88, ,EG,Egypt,Kafr Farag Girgis,44692,Al Geish Road,31.21012,29.910343,Al Sharqia Governorate
1,"at (left section) of public hall reinstall window guards at 1st, 2nd, 3rd, 4th, and 6th, stories. at 5th story install window guard complete. at (",412.36,34.54,61.85,508.75, ,EG,Egypt,Kafr Saqr,44689,Gamal Abd Al Naser Street,31.214063,29.935894,Al Sharqia Governorate
10,properly install 1 window guard complete in bathroom. leave window in proper working order. remove all work related debris,36.39,3.23,18.2,57.82, ,EG,Egypt,Minshat Safwat,44769,Ibn Al Barizy Street,31.214857,29.929045,Al Sharqia Governorate
53,reconnect radiator to steam pipe with shut-off valve and air valve at p/h at 1st floor.,24.21,2.15,3.63,29.99,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Minya Al-Qamh,44692,Al Hekma Street,31.214906,29.96996,Al Sharqia Governorate
56,apartment #1d install two (2) stops in kitchen. instal two (2) stops in front bedroom. install one (1) window guard complete in rear bedroom. inst,103.72,8.95,15.56,128.23,"Cameras, Surveillance system, Remote viewing, Video doorbell, Motion detectors, Window and door sensors",EG,Egypt,Minya Al-Qamh,44692,Kolleyet Al Zeraah Street,31.214715,29.979897,Al Sharqia Governorate
172,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0, ,EG,Egypt,Minya Al-Qamh,44692,Street 2,31.215041,29.994921,Al Sharqia Governorate
190,seal all accessible openings to illegal cellar apartment. work completed by m/m 1/24/06.,70.99,6.12,15,92.11, ,EG,Egypt,Mit Yazid,44692,14th May Street,31.213463,29.949547,Al Sharqia Governorate
40,at apt 2a in the kitchen repair one window guard with one way screws.,24.99,2.22,3.75,30.96, ,EG,Egypt,Abu Qir,21913,Street 38,31.217268,29.955452,Alexandria Governorate
52,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,847.37,75.2,127.11,1049.68,"Photo studio, Outdoors, Office, Home",EG,Egypt,Abu Qir,21913,"Matar Borg Al Arab, Al Mintaqa Al Senaaya Road",30.893835,29.694129,Alexandria Governorate
29,"remove refrigerator from public hall, 1st story. alternative enforcement program (aep) contractor must contact hpd @ (646) 210-3597 or (212) 863",48.42,4.06,7.26,59.74, ,EG,Egypt,Abu Qir,21913,Madrasa Nasim Street,31.214207,30.034768,Alexandria Governorate
7,apt 2d: provide and install 1 window guard and repair 2 throughout entire apartment.,3.87,0.34,1.55,5.76,"Cameras, Surveillance system, Remote viewing, Video doorbell, Motion detectors, Window and door sensors",EG,Egypt,Abu Qir,21913,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Alexandria Governorate
69,public area: at public hall 1st floor install window guard stops. '' remove all work related debris''.,131.2,11.32,19.68,162.2, ,EG,Egypt,Alexandria,21524,Street 8,31.214991,30.020024,Alexandria Governorate
33,"apt.4d: kit. install missing stops at window, bedrm. replace window guard and stops, bathrm. install missing screws at window ''remove all wor",74.89,6.65,29.96,111.5,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Alexandria,21524,Al Salam Mosque Street,31.214966,30.02509,Alexandria Governorate
38,apt#23 properly replace with new radiator air valve at south wall in the 5th room. leave in propper working order. at the time of this invitatio,73.63,6.53,36.82,116.98, ,EG,Egypt,Alexandria,21554,"Aswan, Abou Sambal Road",22.669744,31.484027,Alexandria Governorate
35,apt 6b) at living room : supply and install (1) window guard. ''remove all work related debris''.,65.92,5.69,15,86.61, ,EG,Egypt,Alexandria,21556,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Alexandria Governorate
30,l/l-1 ( clean only ) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuan,199.16,17.18,29.87,246.21,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Alexandria,21561,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Alexandria Governorate
53,"apt 1a) at living room, bedroom#1, bedroom#2 and bathroom : install 6 window guards and stops, and at bedroom#1, living roomm and kitchen remove 4 win",252.96,21.82,37.94,312.72, ,EG,Egypt,Alexandria,21561,"Kima, Al Shalal Road",24.054984,32.919847,Alexandria Governorate
42,"remove the illegal lockable slide bolt at bulkhead door ,5th story.",48.42,4.3,24.21,76.93,"Standard cleaning, Deep cleaning, Move out cleaning",EG,Egypt,Alexandria,21918,"Luxor, Aswan Western Road",24.037062,32.847196,Alexandria Governorate
7501,apartment #2r: livingroom: repair 1 window guard. bedroom: install one-way screws and stops.,24.21,2.09,15,41.3,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Alexandria,21918,Aswan Western Agricultural Road,24.668888,32.926026,Alexandria Governorate
29,(doh - clean only) thoroughly re-clean the following areas as per new york city administration code 27-2506.11 and as noted in the scope of work pursu,0,0,0,0,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Alexandria,21922,"Aswan, Abou Sambal Road",23.673699,32.437647,Alexandria Governorate
19,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,45.87,3.84,6.88,56.59,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Alexandria,26215,25,24.034742,32.870092,Alexandria Governorate
17,(apt #1) at bathroom: install (1) window guard complete. remove all work related debris,104.57,8.76,15.69,129.02,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Alexandria,26215,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Alexandria Governorate
66,"per demo, provide access and reseal.",0,0,0,0, ,EG,Egypt,Dauwar Masri,23719,Gammal Abd Al Naser Street,31.310637,30.351131,Alexandria Governorate
51,"apartment #1 install eight (8) window guards thru-out apartment, bedroom, livingroom, bathroom, bedroom and kitchen.",0,0,0,0,"Two-story building, Three-story building",EG,Egypt,Ezab Nubar,21947,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Alexandria Governorate
33,"(apt #1f) install (3) window guards complete, (1) in bathroom, (1) in kitchen, and (1) in bedroom.",91.44,7.66,13.72,112.82,"Steam cleaning, Dry cleaning",EG,Egypt,Izbat al Shaykh al Maraghi,21945,Gesr Al Bahr Street,31.214571,30.520735,Alexandria Governorate
35,public hall: install two (2) window stops at north section. window at 1st floor intermediate landing.,56.65,4.89,15,76.54,"Driveway or garage, Building siding, Deck, patio, or porch, Sidewalk, Roof",EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Alexandria Governorate
36,at public hallway window guards: repair 1 window guards in public hallway. remove all work related debris.,28.11,2.49,14.06,44.66,"Office, Restaurant, Retail, School or place of worship",EG,Egypt,Izbat al Shaykh al Maraghi,21947,Street 2,31.31499,30.294989,Alexandria Governorate
21,"at apt.2: bathrm. install 1 w/g, bedrm. install 1 w/g. ''remove all work related debris''. non- s.w.p.",84.24,7.48,21.06,112.78,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Abu Simbel,81525,Al Bahr Street,30.890329,30.655252,Assouan
26,local law #1 violation: as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,963.26,80.67,144.49,1188.42, ,EG,Egypt,Aswan,81514,Al Sayed Shokr Street,30.889971,30.664948,Assouan
54,provide and install missing window stops at # 2 window at kitchen and # 1 window at n1 room respectively.,69.28,6.15,10.39,85.82, ,EG,Egypt,Aswan,81514,Gammal Abd Al Naser Street,30.889968,30.660013,Assouan
21,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,0,0,0,0,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Aswan,81515,Al Masraf Al Khairy Street,31.31497,30.370008,Assouan
164,apt # 5d living room: install 1 window guard complete. bedroom: install 1 window guard complete. bathroom: install 1 window guard complete.,80.65,6.96,15,102.61,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Aswan,81531,Madrab Al Arz Street,31.316971,30.379468,Assouan
47,room e 1 : ceiling- sheet rock appr 32 sq ft. swp all work under this omo must be done using safe work procedures pursuant to the epa lead renovati,737.6,65.46,184.4,987.46,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Naj al Hawsh,81638,International Coastal Road,31.311637,30.278086,Assouan
28,apartment# 4d kitchen - supply and install 1 window guard complete bathroom - supply and install 1 window guard complete,91.56,7.9,15,114.46,"Two-story building, Three-story building",EG,Egypt,Sahara City,81545,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Assouan
11,"apt 2: living room install window guard, 1 each @ living room or a total of 1.",97.87,8.2,14.68,120.75, ,EG,Egypt,Shash Village,81531,Saad Zaghloul Street,29.374798,31.198859,Assouan
14,(local law# 1 violation - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in th,0,0,0,0,"Space planning, Storage advice, Removal of unwanted items, Paper management, Moving preparation",EG,Egypt,�������,81638,"Korimat, Zaafarana Road",29.09986,31.428073,Assouan
51,"public hall: install window missing stop's at all stories of public hall north of south section, total of 216 stop's and one way screws. install si",24.21,2.09,15,41.3,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Al Busayli,22748,Cairo Asyout Desert Road,29.615005,31.410278,Beheira Governorate
58,(apt. #6d) install (1) window guard complete at bathroom. remove all work related debris.,128.14,11.05,19.22,158.41,"Office, Retail, Medical facility, School or place of worship",EG,Egypt,Al Nubaria,22773,Riyad Street,29.095018,31.100137,Beheira Governorate
33,apt# 17/l bedroom =installed one window guard in the bedroom window with one way screw.s,56.03,4.97,14.01,75.01, ,EG,Egypt,Al-Mahmudiya,22718,Masraf Ashmant Road,29.095013,31.109978,Beheira Governorate
14,supply and install a new toilet tank supply.,65.72,5.83,26.29,97.84,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Hawsh Isa,22728,Ring Road,29.094124,31.104822,Beheira Governorate
260,apt. 2ndfl: livingroom install limiiting chain to l/r window. 1st window from north,15.98,1.42,6.39,23.79, ,EG,Egypt,Idku,22748,Ring Road,29.094707,31.09511,Beheira Governorate
16,local law #1 violation : attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and as not,185.19,15.51,27.78,228.48,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Itay el-Barud,22951,Gammal Abd Al Naser Street,29.094318,30.955382,Beheira Governorate
33,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,91.64,8.13,45.82,145.59,"Two stories, Three stories",EG,Egypt,Itay el-Barud,22951,Madrasa Abou Zid Al Abtda'yh Street,29.095095,30.96487,Beheira Governorate
62,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,13.07,1.16,6.54,20.77,"Two stories, Three stories",EG,Egypt,Itay el-Barud,22951,Masr W Al Sudan Street,29.09495,30.940299,Beheira Governorate
18,"apt 202) at entire apt: install (9) stops at all windows, and at bedroom install (1) window guard. ''remove all work related debris''.",181.68,15.67,27.25,224.6,Steam cleaning,EG,Egypt,Izbat al Muhit,22748,Masraf Gawhar Street,29.094642,30.945626,Beheira Governorate
14,seal all accessible openings to illegal cellar apartment.,194.94,16.33,29.24,240.51,"Steam cleaning, Dry cleaning",EG,Egypt,Izbat al Muhit,22748,Sherif Basha Road,29.095732,31.128979,Beheira Governorate
48,court yard: remove doors from discarded refrigerator at center yard to building.,97.74,8.43,15,121.17, ,EG,Egypt,Izbat Kawm al Kalakh,22748,"Ra's Ghareb, Al Sheikh Fadl Road",28.279317,31.911039,Beheira Governorate
45,supply and install new # 47-2 automatic feeder. restore heat and hot water to building.,581.55,50.16,75,706.71,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Wadi el Natroun,22856,Teraa Sharhy Street,29.094221,30.950511,Beheira Governorate
26,local law #1 violation : as per rc # . and attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½2,1504.23,129.74,75,1708.97,"Washer or dryer, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Atf Ifwah,62951,Teraa Al Bohiah Al Bahareya Street,30.889508,31.485192,Beni Suef Governorate
47,"apartment #2k install new window guards, two (2) in livingroom, one (1) in bathroom and two (2) in bedroom.",217.89,18.79,32.68,269.36,"Cabinets, shelves, or bookcases, Outdoor animal enclosure, Walls, Door, Deck, porch, or balcony, Furniture, Baseboards and/or crown molding, Stairs, Windows, Garage, carport, or shed, Soffit or fascia, Gazebo or pergola",EG,Egypt,Beni Suef,11511,Al Mansoura Street,31.214788,31.64524,Beni Suef Governorate
29,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#,179.4,15.92,89.7,285.02, ,EG,Egypt,Beni Suef,12959,Al Bahr Al Gadid Street,31.215,31.345082,Beni Suef Governorate
58,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,316.14,28.06,158.07,502.27, ,EG,Egypt,Beni Suef,62514,Al Teraa Street,31.214993,31.349954,Beni Suef Governorate
38,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,492.21,41.22,73.83,607.26, ,EG,Egypt,Beni Suef,62515,Awlad Omar Street,31.215021,31.354981,Beni Suef Governorate
1,public area) remove chain and padlock from east fire escape,24.21,2.09,15,41.3,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Beni Suef,62515,Street 60,31.21504,31.360024,Beni Suef Governorate
57,"adjust hot water temperature to legal limit in apt.1f at the time of this invitation to bid, it is not anticipated that this work will disturb more",48.42,4.3,19.37,72.09,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Beni Suef,62747,Street 7,31.215001,31.370001,Beni Suef Governorate
74,local law # 1 violation: as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½ 27-2056.11 an,390.88,32.74,58.63,482.25,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Ihnasya al Madinah,62631,Al Zouhera Street,30.890266,31.450045,Beni Suef Governorate
76,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,2010.57,173.41,75,2258.98,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Ihnasya al Madinah,62631,Abd Al Moneim Riyad Street,30.889441,31.469853,Beni Suef Governorate
3,(local law# 1 - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in the scope of,131.49,11.67,32.87,176.03, ,EG,Egypt,Ihnasya al Madinah,62631,Street 3,30.889989,31.465007,Beni Suef Governorate
42,"replace with new the missing 2 balusters at the balustrade at public hall, 2nd story",50.29,4.46,25.15,79.9,Installation,EG,Egypt,Ihnasya al Madinah,62631,"Damietta, Sahrbin Road",31.215069,31.569939,Beni Suef Governorate
110,apartment #6e reinstall two (2) window guards in livingroom. reinstall two (2) window guards in bedroom.,24.21,2.09,15,41.3,"Drywall, Brick, concrete, or stone, Wood",EG,Egypt,Nazlet Abu Silim,62515,Kafr Al Myasarh Road,31.214701,31.635828,Beni Suef Governorate
89,"bldg.>>remove the illegal slide bolt with pad lock from gate at fire passage east. at the time of this invitation to bid, it is not anticipated that",20.34,1.81,10.17,32.32, ,EG,Egypt,Ras Gharib,84715,"Aga, Al Senbilawin Road",30.889865,31.43995,Beni Suef Governorate
70,at apt# 6c: install/repair window guards throughout entire apt.,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Sharahi,62631,Al Shahid Rashad Abou Taha Street,31.320666,31.79193,Beni Suef Governorate
45,"apt 6f: kitchen and bathroom install window stops, 2 each @ kitchen or a total of 2. reinstall existing window guard, 1 each @ bathroom or a total o",151.52,12.69,22.73,186.94,"Apply texture finish, Painting, Waterproofing, Soundproofing, Wallpaper",EG,Egypt,Al Hasayina,35651,Moustawdaa Asal Street,31.314831,31.764802,Dakahlia Governorate
52,"apt 3d) at bedroom install w/g and stop, at kitchen re-install w/g and stop, at bathroom re-install w/g",142.49,12.29,21.37,176.15, ,EG,Egypt,Az Zarqa,34724,"Al Gamalia, Damietta Road",31.316218,31.808365,Dakahlia Governorate
16,apartment#24: install window guards and stops at bedroom.,96.84,8.35,15,120.19, ,EG,Egypt,Bilqas,35631,Al Cornish Street,31.315665,31.699414,Dakahlia Governorate
63,"nyc hpd emergency operations division - ''essential service work '' at apt 1, 1st story --- at kitchen replace the waste line at kitchen sink.",0,0,0,0,"Apply texture finish, Painting, Waterproofing, Soundproofing, Wallpaper",EG,Egypt,Bilqas,35631,"Damietta, Al Mansoura Agricultural Road",31.314956,31.710094,Dakahlia Governorate
21,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,655.46,54.89,98.32,808.67, ,EG,Egypt,Bilqas,35631,Street 4,31.315289,31.715066,Dakahlia Governorate
49,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,0,0,0,0, ,EG,Egypt,Bilqas,35631,Al Madares Street,31.314977,31.674895,Dakahlia Governorate
35,"(public area) at the public hall, 2nd floor replace 11 missing balusters. remove all work related debris.",193.73,16.71,29.06,239.5, ,EG,Egypt,Bilqas,35631,Al Markz Street,29.373828,30.691163,Dakahlia Governorate
6,apartment # 34 : tenant's contact # 347-740-4156 provide tenant with 1 new 4.4 cu ft refrigerator for insulin in apt # 34 . ''remove all work,251.7,22.34,100.68,374.72, ,EG,Egypt,El Senbellawein City,35651,"Cairo, Al Fayoum Desert Road",29.374748,30.867125,Dakahlia Governorate
67,(at apartment #4): at livingroom remove and re-install one window guard complete. remove all work related debris.,65.96,5.69,15,86.65,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Izbat Abu Laban,35651,Asad Allah Street,30.299746,31.755107,Dakahlia Governorate
41,replace with new the missing uncapped radiator steam pipe connection in the 1st room from east located at apt#d6,12.1,1.07,6.05,19.22,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Izbat Abu Laban,35651,Belbes - 10th of Ramadan Road,30.297967,31.677971,Dakahlia Governorate
23,installed 1windowguard in livingroom,104.06,9.24,15.61,128.91,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Izbat Hasan Kasibah,35661,Mohamed Hafez Street,30.299745,31.744319,Dakahlia Governorate
131,"install 6 window guards:in middle bedroom-2, in living room-2, and in top bedroom- 2.",190.7,16.92,47.68,255.3, ,EG,Egypt,Mit al Khawli Abd Allah,34724,Omar Ibn Abd Al Aziz Street,30.299877,31.740031,Dakahlia Governorate
31,"(apt.#10) in room north/west-1, install (1) set of window stops and one way screws.",48.42,4.06,7.26,59.74,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,Noub,35651,Omar Ibn Al Khatab Street,30.300369,31.729908,Dakahlia Governorate
55,"at apartment #1l: at bedroom, install one window guard complete. remove all work related debris.",0,0,0,0, ,EG,Egypt,Al Atawi,34612,Othman Ibn Affan Street,30.29766,31.697372,Damietta Governorate
53,"apt.#66 bedrm. #3: install w/ guards and stops, bedrm.#2: install 2 w/ guards and stops, bedrm.#1: reinstall w/ guard, ''remove all work rela",82.02,7.28,20.51,109.81, ,EG,Egypt,Al Roda,34612,Masr Al Nour Road,30.297831,31.685978,Damietta Governorate
68,apt 5r) at bedroom install window guard complete.,77.48,6.68,15,99.16,"Standard cleaning, Deep cleaning, Move out cleaning",EG,Egypt,Damietta,34612,Omar Ibn Al Khatab Street,30.299382,31.725197,Damietta Governorate
72,"vacate enforcement/seal: as per violations notes:temporary seal up for all accessible openings, erp installed slide bolt and padlock on entry door",177.67,15.77,88.84,282.28, ,EG,Egypt,Kafr al Arab,34611,Teraa Al Saeidia,30.649906,31.754377,Damietta Governorate
43,doh clean and dust-wipe only: stairs from 4th floor to roof-tread 4th floor public hallway from stairs - floor 3rd floor public hakkway from stai,484.64,43.01,242.32,769.97, ,EG,Egypt,Kafr al Arab,34611,"Banayous, Al Zagazig Road",30.649948,31.479953,Damietta Governorate
105,(apt. #5g) at bedroom reinstall 1 window guard. at bathroom install 1 window guard complete. remove all work related debris.,24.21,2.15,6.05,32.41, ,EG,Egypt,Kafr al Arab,34611,"Cairo, Ismailia Desert Road",30.297127,31.801965,Damietta Governorate
33,apt#2b: install window guards and stops at livingroom/ kitchen windows. total= 2. remove work related debris.,123.95,11,18.59,153.54,"Laminate, Vinyl sheet, Luxury vinyl flooring, Tile",EG,Egypt,Kafr al Arab,34716,"Cairo, Al Ismaeileya Agricultural Road",30.509987,31.714681,Damietta Governorate
65,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,971.02,83.75,75,1129.77, ,EG,Egypt,Abu Ksah,63611,Al Sheikh Abou Hammad Street,30.509689,31.660398,Faiyum Governorate
101,seal up of all accessible leading to apt #2f.,227.55,20.2,56.89,304.64, ,EG,Egypt,Ezbet Muhammad Gad,63748,"Cairo, Belbes Desert Road",30.30214,31.487925,Faiyum Governorate
14,"at apartment #19. as per the requirement contract with h.p.d and h.p.d/dohs guideline, install/repair window guards: repair three (3) window g",54.83,4.87,27.42,87.12,"Washer or dryer, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,10th of Ramadan City,44629,Wabour Al Nour Street,30.511435,31.335199,Al Sharqia Governorate
73,abate the nuisance consisting of refrigerators with doors intact and free standing radiator at yard,0,0,0,0,"No, my home is vacant, Yes, my home is furnished",EG,Egypt,10th of Ramadan City,44629,Al Markz Street,30.891351,31.653937,Al Sharqia Governorate
14,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,537.45,45.01,80.62,663.08, ,EG,Egypt,10th of Ramadan City,44629,Regional Ring Road,30.64968,31.456509,Al Sharqia Governorate
23,apt 7) at kitchen and bathroom re-install window guard,59.65,5.14,15,79.79, ,EG,Egypt,10th of Ramadan City,44629,Al Masna' Street,30.509931,31.340162,Al Sharqia Governorate
47,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,"Cabinets, shelves, or bookcases, Outdoor animal enclosure, Walls, Door, Deck, porch, or balcony, Furniture, Baseboards and/or crown molding, Stairs, Windows, Garage, carport, or shed, Soffit or fascia, Gazebo or pergola",EG,Egypt,10th of Ramadan City,44629,Al Mokhtar Street,30.510073,31.345017,Al Sharqia Governorate
19,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,554.46,47.82,75,677.28, ,EG,Egypt,10th of Ramadan City,44629,Al Rashah Street,30.509987,31.350015,Al Sharqia Governorate
7,doh clean & dust wipe only: rm # 1 apartment entrance foyer from public hallway rm # 2 front middle rm (bedroom) from apt. entrance foyer. as per h,224.75,18.82,33.71,277.28,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,10th of Ramadan City,44629,Al Zagazig Al Gadida Street,30.510158,31.355128,Al Sharqia Governorate
